District,County,Sub-County,Parish,Village
Adjumani,Adjumani West County,Pachara,Jihwa,VillageNyeu
Adjumani,Adjumani West County,Pachara,Marindi,VillageEleuhwe
Adjumani,Adjumani West County,Pachara,Marindi,VillageMarindi Central
Adjumani,Adjumani West County,Pachara,Marindi,VillageOlobo
Adjumani,Adjumani West County,Pachara,Marindi,VillageRassia
Adjumani,Adjumani West County,Pachara,Marindi,VillageRassia West
Adjumani,Adjumani West County,Pachara,Omi,VillageArra Central
Adjumani,Adjumani West County,Pachara,Omi,VillageArra West
Adjumani,Adjumani West County,Pachara,Omi,VillageTanganyika
Adjumani,Adjumani West County,Pachara,Unna,VillageAgojo/nyanimaci
Adjumani,Adjumani West County,Pachara,Unna,VillageUderu
Adjumani,Adjumani West County,Pachara,Unna,VillageUnna Central
Adjumani,Adjumani West County,Ukusijoni,Ayiri,VillageAyiri Central
Adjumani,Adjumani West County,Ukusijoni,Ayiri,VillageBikeri
Adjumani,Adjumani West County,Ukusijoni,Ayiri,VillageEribaku
Adjumani,Adjumani West County,Ukusijoni,Ayiri,VillageKulukulu
Adjumani,Adjumani West County,Ukusijoni,Gulinya,VillageAjiforo
Adjumani,Adjumani West County,Ukusijoni,Gulinya,VillageAlurunya
Adjumani,Adjumani West County,Ukusijoni,Gulinya,VillageGulinya Central
Adjumani,Adjumani West County,Ukusijoni,Kiraba,VillageAtura
Adjumani,Adjumani West County,Ukusijoni,Kiraba,VillageKiraba  Central
Adjumani,Adjumani West County,Ukusijoni,Kiraba,VillageNdele
Adjumani,Adjumani West County,Ukusijoni,Maaji,VillageMaaji Central
Adjumani,Adjumani West County,Ukusijoni,Maaji,VillageRubangabini
Adjumani,Adjumani West County,Ukusijoni,Maaji,VillageSinyanya
Adjumani,Adjumani West County,Ukusijoni,Maaji,VillageTindiri
Adjumani,Adjumani West County,Ukusijoni,Payaru,VillageOdranga
Adjumani,Adjumani West County,Ukusijoni,Payaru,VillagePayaru
Adjumani,Adjumani West County,Ukusijoni,Payaru,VillageSodogo
Agago,Agago County,Adilang,Kulaka,VillageKulaka Lelajok
Agago,Agago County,Adilang,Kulaka,VillageKulaka Obur
Agago,Agago County,Adilang,Kulaka,VillageKulaka Teobil Okec
Agago,Agago County,Adilang,Kulaka,VillageLacek Konyakiting
Agago,Agago County,Adilang,Kulaka,VillageOlok Ki Winyo
Agago,Agago County,Adilang,Labwa,VillageAleri Dam
Agago,Agago County,Adilang,Labwa,VillageAuu Kirute
Agago,Agago County,Adilang,Labwa,VillageBar Apwo
Agago,Agago County,Adilang,Labwa,VillageKamanding
Agago,Agago County,Adilang,Labwa,VillageLacekoto Pida
Agago,Agago County,Adilang,Labwa,VillageLawee
Agago,Agago County,Adilang,Labwa,VillageLumule East
Agago,Agago County,Adilang,Labwa,VillageLumule West
Agago,Agago County,Adilang,Labwa,VillageMugila Central
Agago,Agago County,Adilang,Labwa,VillageMugila East
Agago,Agago County,Adilang,Labwa,VillageMugila West
Agago,Agago County,Adilang,Labwa,VillageOmuko
Agago,Agago County,Adilang,Lapyem,VillageAjwaa Central
Agago,Agago County,Adilang,Lapyem,VillageAjwaa East
Agago,Agago County,Adilang,Lapyem,VillageAjwaa West
Agago,Agago County,Adilang,Lapyem,VillageAnyami
Agago,Agago County,Adilang,Lapyem,VillageDogulas
Agago,Agago County,Adilang,Lapyem,VillageLayugi
Agago,Agago County,Adilang,Lapyem,VillageOdom Central
Agago,Agago County,Adilang,Lapyem,VillageOdom East
Agago,Agago County,Adilang,Lapyem,VillageOdom West
Agago,Agago County,Adilang,Nam,VillageAdio Cai
Agago,Agago County,Adilang,Nam,VillageAgun
Agago,Agago County,Adilang,Nam,VillageAlop
Agago,Agago County,Adilang,Nam,VillageBar Jwa
Agago,Agago County,Adilang,Nam,VillageBar Olweto
Agago,Agago County,Adilang,Nam,VillageKibira
Agago,Agago County,Adilang,Nam,VillageKibira Central
Agago,Agago County,Adilang,Nam,VillageNam Odiyo
Agago,Agago County,Adilang,Nam,VillageNamabili Central
Agago,Agago County,Adilang,Nam,VillageNambili
Agago,Agago County,Adilang,Nam,VillageNambili Lung Kulu
Agago,Agago County,Adilang,Nam,VillageOkede
Agago,Agago County,Adilang,Nam,VillageOkudu Central
Agago,Agago County,Adilang,Nam,VillageOkudu Teyaa
Agago,Agago County,Adilang Town Council,Adilang Central Ward,VillageLalal Central
Agago,Agago County,Adilang Town Council,Adilang Central Ward,VillageLalal East
Agago,Agago County,Adilang Town Council,Adilang Central Ward,VillageLalal North
Agago,Agago County,Adilang Town Council,Adilang Central Ward,VillageLalal South
Agago,Agago County,Adilang Town Council,Adilang Central Ward,VillageLubiri
Agago,Agago County,Adilang Town Council,Alaa Ward,VillageAnyami
Agago,Agago County,Adilang Town Council,Alaa Ward,VillageAywee
Agago,Agago County,Adilang Town Council,Alaa Ward,VillageCorner Adek
Agago,Agago County,Adilang Town Council,Alaa Ward,VillageDogulas
Agago,Agago County,Adilang Town Council,Alaa Ward,VillageJerusalem
Agago,Agago County,Adilang Town Council,Alaa Ward,VillageLayugi
Agago,Agago County,Adilang Town Council,Alaa Ward,VillageLayugi Central
Agago,Agago County,Adilang Town Council,Lalal Ward,VillageCorner Adek
Agago,Agago County,Adilang Town Council,Lalal Ward,VillageCorner Adek Central
Agago,Agago County,Adilang Town Council,Lalal Ward,VillageGangkal
Agago,Agago County,Adilang Town Council,Lalal Ward,VillageJerusalem
Agago,Agago County,Adilang Town Council,Lalal Ward,VillageLalal North
Agago,Agago County,Adilang Town Council,Lalal Ward,VillageLalal West
Agago,Agago County,Adilang Town Council,Lalal Ward,VillageLoyobati
Agago,Agago County,Adilang Town Council,Lumule Ward,VillageGankal
Agago,Agago County,Adilang Town Council,Lumule Ward,VillageKulaka Central
Agago,Agago County,Adilang Town Council,Lumule Ward,VillageLalal West
Agago,Agago County,Adilang Town Council,Lumule Ward,VillageLumule East
Agago,Agago County,Adilang Town Council,Lumule Ward,VillageLumule West
Agago,Agago County,Adilang Town Council,Lumule Ward,VillageOlok Ki Winyo
Agago,Agago County,Agago Town Council,Agago Central Ward,VillageAdegkolo
Agago,Agago County,Agago Town Council,Agago Central Ward,VillageAnyena Central
Agago,Agago County,Agago Town Council,Agago Central Ward,VillageAnyena South
Agago,Agago County,Agago Town Council,Agago Central Ward,VillageAnyena West
Agago,Agago County,Agago Town Council,Agago Central Ward,VillageLabwor - Okok
